#Word Types: 14665		
#Word Tokens: 542836		
#Search Hits: 0		
Rank	Type	Freq
10826	confiante	1
10827	confiava	1
10828	configuradores	1
10829	configuraram	1
10830	configurarão	1
10831	configurassem	1
10832	configure	1
10833	confiou	1
10834	confirmaram	1
10835	confirmasse	1
10836	confirmo	1
10837	conflitantes	1
10838	confluindo	1
10839	conformar	1
10840	conformou	1
10841	confortada	1
10842	confortando	1
10843	confortavelmente	1
10844	confortos	1
10845	confronta	1
10846	confrontando	1
10847	confusa	1
10848	congelados	1
10849	conglomerado	1
10850	congonhas	1
10851	congresso	1
10852	congênitos	1
10853	conhecedor	1
10854	conheço	1
10855	conjugando	1
10856	conjuntura	1
10857	conluio	1
10858	conquista	1
10859	consagrados	1
10860	consegue	1
10861	conseguem	1
10862	conseguia	1
10863	conseguiria	1
10864	conseguiriam	1
10865	consenso	1
10866	consensual	1
10867	conseqüentemente	1
10868	consertou	1
10869	conservado	1
10870	considerará	1
10871	considerasse	1
10872	consigne	1
10873	consistia	1
10874	consistir	1
10875	consistência	1
10876	console	1
10877	consolidável	1
10878	consonante	1
10879	consorte	1
10880	constatados	1
10881	constatasse	1
10882	constatações	1
10883	constatei	1
10884	constatável	1
10885	constituiu	1
10886	constituídas	1
10887	constituíram	1
10888	constranger	1
10889	constritivos	1
10890	construir	1
10891	construtoras	1
10892	construções	1
10893	consubstanciam	1
10894	consul	1
10895	consultando	1
10896	consultou	1
10897	consultá	1
10898	consumado	1
10899	consumaram	1
10900	consumação	1
10901	consumeiristas	1
10902	consumia	1
10903	consumidas	1
10904	consumir	1
10905	contabilista	1
10906	contabilizando	1
10907	contabilização	1
10908	contactar	1
10909	contador	1
10910	container	1
10911	contaria	1
10912	contatar	1
10913	contempladas	1
10914	contemplado	1
10915	contemplados	1
10916	contemplando	1
10917	contemplação	1
10918	contemporâneos	1
10919	contenham	1
10920	contenta	1
10921	contenção	1
10922	conteria	1
10923	conterá	1
10924	contestacional	1
10925	contestando	1
10926	contextualizado	1
10927	contextualização	1
10928	contingenciamento	1
10929	continuado	1
10930	continuam	1
10931	contitui	1
10932	contorna	1
10933	contornada	1
10934	contorno	1
10935	contraditado	1
10936	contraditoriamente	1
10937	contraditória	1
10938	contraditórias	1
10939	contradizem	1
10940	contradizendo	1
10941	contradições	1
10942	contrapedida	1
10943	contrapedinte	1
10944	contrapostos	1
10945	contrapõe	1
10946	contrariado	1
10947	contrariamente	1
10948	contrariando	1
10949	contrariou	1
10950	contrastada	1
10951	contrat	1
10952	contratando	1
10953	contrataram	1
10954	contratarem	1
10955	contratempos	1
10956	contrattuali	1
10957	contribuem	1
10958	contribuíram	1
10959	controlado	1
10960	controlar	1
10961	controversa	1
10962	controverso	1
10963	controversos	1
10964	controvertem	1
10965	controvertidas	1
10966	contrárias	1
10967	contrárie	1
10968	contumácia	1
10969	contundente	1
10970	contundentes	1
10971	contábeis	1
10972	contêm	1
10973	convalescença	1
10974	convence	1
10975	convencionadas	1
10976	convencionado	1
10977	convencionaram	1
10978	convencionou	1
10979	convenço	1
10980	converge	1
10981	conversado	1
10982	conversando	1
10983	conversar	1
10984	converte	1
10985	convertendo	1
10986	convertida	1
10987	convertidos	1
10988	convicto	1
10989	convidadas	1
10990	convidados	1
10991	convinha	1
10992	convite	1
10993	convivência	1
10994	convocado	1
10995	convolação	1
10996	convênios	1
10997	convívio	1
10998	cooperar	1
10999	cooperativados	1
11000	cooperativismo	1
11001	cooperativo	1
11002	coordena	1
11003	coordenadora	1
11004	coraliforme	1
11005	cordão	1
11006	coreano	1
11007	cores	1
11008	corporativo	1
11009	corporificada	1
11010	corre	1
11011	corregedoria	1
11012	correia	1
11013	correlatas	1
11014	correlato	1
11015	correlação	1
11016	correm	1
11017	correquerida	1
11018	correram	1
11019	correria	1
11020	correspondendo	1
11021	corresponderá	1
11022	correspondia	1
11023	corretas	1
11024	corretiva	1
11025	corretivas	1
11026	corretos	1
11027	correu	1
11028	corriam	1
11029	corrigindo	1
11030	corriqueiras	1
11031	corriqueiro	1
11032	corroboradas	1
11033	corroborarem	1
11034	corrupção	1
11035	cortados	1
11036	cortar	1
11037	cortês	1
11038	cosméticos	1
11039	costas	1
11040	costuma	1
11041	costumeiramente	1
11042	cotado	1
11043	cotação	1
11044	cotejar	1
11045	cotidianas	1
11046	cotidianos	1
11047	coube	1
11048	couber	1
11049	coxilha	1
11050	cr	1
11051	creche	1
11052	cred	1
11053	credenciadas	1
11054	credendiado	1
11055	creditícias	1
11056	creditícios	1
11057	creluz	1
11058	crença	1
11059	crenças	1
11060	crescente	1
11061	crescentes	1
11062	criada	1
11063	crimes	1
11064	criminoso	1
11065	cristalizada	1
11066	cristalização	1
11067	criteriosa	1
11068	crohn	1
11069	cromar	1
11070	cronológica	1
11071	cruza	1
11072	cruzá	1
11073	crv	1
11074	críveis	1
11075	cuidadosa	1
11076	cuidar	1
11077	culmina	1
11078	culpável	1
11079	culturais	1
11080	culturas	1
11081	cumulados	1
11082	cumulativos	1
11083	curinha	1
11084	cursais	1
11085	cursando	1
11086	custar	1
11087	custará	1
11088	custava	1
11089	custeada	1
11090	custeado	1
11091	custeados	1
11092	custeá	1
11093	custodiada	1
11094	custódia	1
11095	cvt	1
11096	cá	1
11097	câm	1
11098	círculo	1
11099	cív	1
11100	córnea	1
11101	cômodo	1
11102	cômodos	1
11103	cônjuges	1
11104	cúbico	1
11105	cúbicos	1
11106	daer	1
11107	dakar	1
11108	dalmartello	1
11109	damages	1
11110	dams	1
11111	daniel	1
11112	danni	1
11113	danosamente	1
11114	dariam	1
11115	davam	1
11116	dação	1
11117	dc	1
11118	debateu	1
11119	debatidas	1
11120	debatido	1
11121	debilidade	1
11122	debilitado	1
11123	debilitação	1
11124	deboche	1
11125	decide	1
11126	decidida	1
11127	decidindo	1
11128	decifrar	1
11129	decisivamente	1
11130	decisória	1
11131	decisório	1
11132	decisórios	1
11133	declaradas	1
11134	declaram	1
11135	declararam	1
11136	declina	1
11137	declinadas	1
11138	declinados	1
11139	declinando	1
11140	declinação	1
11141	decoder	1
11142	decolar	1
11143	decolasse	1
11144	decolou	1
11145	decontados	1
11146	decoração	1
11147	decorrerem	1
11148	decorreriam	1
11149	decotado	1
11150	decretado	1
11151	decréscimo	1
11152	dedica	1
11153	dedicação	1
11154	deduziram	1
11155	deduziu	1
11156	defenderam	1
11157	defendida	1
11158	defensivas	1
11159	defensivos	1
11160	defensor	1
11161	defensoria	1
11162	defere	1
11163	deferidos	1
11164	deferitória	1
11165	deficientes	1
11166	definitividade	1
11167	definitivizar	1
11168	definitivos	1
11169	definiu	1
11170	definições	1
11171	deflagrada	1
11172	deflagre	1
11173	deflagrou	1
11174	deformidade	1
11175	degravação	1
11176	deitado	1
11177	deitam	1
11178	deixada	1
11179	deixará	1
11180	deixava	1
11181	deixe	1
11182	deixá	1
11183	delegada	1
11184	delegar	1
11185	deletar	1
11186	delimita	1
11187	delimitada	1
11188	demandando	1
11189	democracia	1
11190	demonstrarem	1
11191	demonstraria	1
11192	demonstrassem	1
11193	demonstrativa	1
11194	demorado	1
11195	demoram	1
11196	demorar	1
11197	demoraram	1
11198	demostra	1
11199	demostrando	1
11200	demostrar	1
11201	demostração	1
11202	demover	1
11203	denegação	1
11204	denegrindo	1
11205	denominadas	1
11206	denominados	1
11207	denoto	1
11208	dentes	1
11209	dentista	1
11210	depender	1
11211	dependerá	1
11212	dependido	1
11213	depositante	1
11214	depositárias	1
11215	deprecada	1
11216	depreciativas	1
11217	depreciações	1
11218	depredando	1
11219	depredou	1
11220	depreendem	1
11221	depreender	1
11222	derem	1
11223	derivada	1
11224	derivados	1
11225	derivaram	1
11226	derradeiro	1
11227	desabamentos	1
11228	desabitado	1
11229	desabonador	1
11230	desabonatório	1
11231	desabonatórios	1
11232	desacertos	1
11233	desacolhe	1
11234	desacolhidas	1
11235	desacompanhadas	1
11236	desacostumado	1
11237	desafios	1
11238	desamparo	1
11239	desaparecida	1
11240	desatendendo	1
11241	desatendidos	1
11242	desavolumar	1
11243	desbloqueia	1
11244	desbloqueiem	1
11245	desbordam	1
11246	desbordante	1
11247	desbordar	1
11248	desborde	1
11249	descanso	1
11250	descaracteriza	1
11251	descaracterizar	1
11252	descaracterização	1
11253	descargas	1
11254	descartar	1
11255	desceu	1
11256	descoberta	1
11257	descoberto	1
11258	descobertos	1
11259	descobriram	1
11260	descolhimento	1
11261	desconectada	1
11262	desconexas	1
11263	desconexidade	1
11264	desconfiados	1
11265	desconfortável	1
11266	desconhecidos	1
11267	desconsitutição	1
11268	desconstituo	1
11269	desconstituíndo	1
11270	desconta	1
11271	descontada	1
11272	descontinuado	1
11273	descontinuação	1
11274	descontínuo	1
11275	descrevem	1
11276	descrevo	1
11277	descritiva	1
11278	desculpa	1
11279	desculpas	1
11280	descumpridas	1
11281	descumprimentos	1
11282	descurou	1
11283	desdenhando	1
11284	desejada	1
11285	desejado	1
11286	desejam	1
11287	desejando	1
11288	desejar	1
11289	deseje	1
11290	desembarcaria	1
11291	desembolsada	1
11292	desembolsadas	1
11293	desempenha	1
11294	desempenhada	1
11295	desempenhou	1
11296	desencadeadora	1
11297	desencadear	1
11298	desencadearam	1
11299	desencapados	1
11300	desencargo	1
11301	desencarregou	1
11302	desencontradas	1
11303	desencorajador	1
11304	desencorajá	1
11305	desenfreado	1
11306	desenho	1
11307	desentranhada	1
11308	desentranhado	1
11309	desentranhamento	1
11310	desentupir	1
11311	desenvolvidos	1
11312	desequilibrada	1
11313	desestimulando	1
11314	desfavorece	1
11315	desfeita	1
11316	desferido	1
11317	desfez	1
11318	desfrutaria	1
11319	desfrutassem	1
11320	desgarraram	1
11321	desgastadas	1
11322	desgosto	1
11323	design	1
11324	designados	1
11325	desigualdade	1
11326	desincumbência	1
11327	desintencional	1
11328	desistir	1
11329	deslacrado	1
11330	desliga	1
11331	desligar	1
11332	desligaram	1
11333	deslocou	1
11334	desloque	1
11335	desmaiada	1
11336	desmandadas	1
11337	desmembrar	1
11338	desmerecer	1
11339	desmotivadora	1
11340	desnaturado	1
11341	desobedecendo	1
11342	desobrigue	1
11343	desobstruindo	1
11344	desocupando	1
11345	despendendo	1
11346	despendida	1
11347	despiciendos	1
11348	desprende	1
11349	desprestígio	1
11350	desprezar	1
11351	desproporcionais	1
11352	desproporcionalidade	1
11353	desproporção	1
11354	despropositado	1
11355	desproveram	1
11356	desrazoável	1
11357	desrespeitada	1
11358	desrespeitado	1
11359	desrespeitando	1
11360	destaquei	1
11361	destaques	1
11362	destelhamento	1
11363	destinados	1
11364	destinar	1
11365	destinaram	1
11366	destinatárias	1
11367	destinações	1
11368	destituído	1
11369	destituídos	1
11370	destoando	1
11371	destoante	1
11372	destruir	1
11373	desvalorização	1
11374	desvencilhando	1
11375	desvia	1
11376	desvinculada	1
11377	desvinculação	1
11378	desvirtuado	1
11379	detalhado	1
11380	detalhar	1
11381	detalhe	1
11382	detectadas	1
11383	detectado	1
11384	detectados	1
11385	detectar	1
11386	detectou	1
11387	detentor	1
11388	detentores	1
11389	deterinado	1
11390	determinam	1
11391	determinaram	1
11392	detida	1
11393	detidamente	1
11394	detivessem	1
11395	devera	1
11396	deveram	1
11397	devesse	1
11398	devolutividade	1
11399	devolutivo	1
11400	devolva	1
11401	devolvendo	1
11402	dezoito	1
11403	di	1
11404	diabética	1
11405	diabólico	1
11406	diagnosticar	1
11407	diagnosticou	1
11408	diagonal	1
11409	dialeticidade	1
11410	dianteiros	1
11411	diariamente	1
11412	dies	1
11413	difamar	1
11414	difamatório	1
11415	diferencia	1
11416	diferenciada	1
11417	diferenciadas	1
11418	diferencial	1
11419	diferenciam	1
11420	diferencie	1
11421	diferidas	1
11422	dificilmente	1
11423	dificultado	1
11424	dificultaram	1
11425	difusos	1
11426	digitá	1
11427	dignidades	1
11428	dignou	1
11429	digressões	1
11430	diligenciara	1
11431	diligenciou	1
11432	dimensionar	1
11433	diminuiu	1
11434	diminuído	1
11435	diplomática	1
11436	direcionada	1
11437	direcionamento	1
11438	direcionando	1
11439	direcionar	1
11440	diretoria	1
11441	direções	1
11442	dirigente	1
11443	dirigentes	1
11444	dirigiram	1
11445	dirigirá	1
11446	dirimidas	1
11447	dirimido	1
11448	dirimição	1
11449	diritto	1
11450	dirá	1
11451	discernimento	1
11452	disciplinada	1
11453	disciplinadora	1
11454	disciplinar	1
11455	disciplinou	1
11456	discordou	1
11457	discorrendo	1
11458	discreparem	1
11459	discricionariamente	1
11460	discricionária	1
11461	discrimina	1
11462	discriminadamente	1
11463	discriminado	1
11464	discriminam	1
11465	discriminações	1
11466	discussões	1
11467	discutia	1
11468	discutiram	1
11469	dispendido	1
11470	dispensabilidade	1
11471	dispensação	1
11472	display	1
11473	disponibilize	1
11474	dispositiva	1
11475	dispuser	1
11476	dispuseram	1
11477	disputando	1
11478	disputar	1
11479	dispêndios	1
11480	dispôs	1
11481	disseque	1
11482	disserta	1
11483	dissociadas	1
11484	dissuadir	1
11485	distinguem	1
11486	distinguindo	1
11487	disto	1
11488	distorceu	1
11489	distorcido	1
11490	distribua	1
11491	distribuicao	1
11492	distribuidoras	1
11493	distribuindo	1
11494	distribuídas	1
11495	distúrbio	1
11496	ditado	1
11497	ditas	1
11498	diuturna	1
11499	divergem	1
11500	divergentes	1
11501	divergências	1
11502	divida	1
11503	dividir	1
11504	divido	1
11505	divorciadas	1
11506	divulgada	1
11507	divulgadas	1
11508	divulgando	1
11509	diziam	1
11510	diários	1
11511	dmic	1
11512	doa	1
11513	dobra	1
11514	dobrável	1
11515	doceira	1
11516	doces	1
11517	documentais	1
11518	doloris	1
11519	domicílio	1
11520	dona	1
11521	donato	1
11522	doravante	1
11523	dosar	1
11524	dosimetria	1
11525	dotadas	1
11526	dotação	1
11527	dovolução	1
11528	drenagem	1
11529	dreno	1
11530	drª	1
11531	dsr	1
11532	du	1
11533	dubiedade	1
11534	dubitável	1
11535	ductal	1
11536	duplicata	1
11537	duplicatas	1
11538	duque	1
11539	duro	1
11540	duvidar	1
11541	duvidas	1
11542	dvd	1
11543	décadas	1
11544	dúbio	1
11545	eco	1
11546	ecoesport	1
11547	ecografia	1
11548	ecu	1
11549	edificado	1
11550	edificação	1
11551	edifício	1
11552	editores	1
11553	educada	1
11554	educados	1
11555	educar	1
11556	educativo	1
11557	efetivá	1
11558	efetuassem	1
11559	efetuava	1
11560	efetuação	1
11561	efetuem	1
11562	eficazmente	1
11563	ei	1
11564	eivar	1
11565	elaborada	1
11566	elaborados	1
11567	eleitas	1
11568	eleito	1
11569	elencado	1
11570	eletrica	1
11571	eletricidade	1
11572	eletrificação	1
11573	eletroeletrônico	1
11574	eletrolux	1
11575	eletronicamente	1
11576	elevadas	1
11577	elevadíssimos	1
11578	elevar	1
11579	elevou	1
11580	eli	1
11581	elidente	1
11582	elididas	1
11583	eliminação	1
11584	elisivos	1
11585	elogiaram	1
11586	elucida	1
11587	elucidam	1
11588	elucidaram	1
11589	elucidativa	1
11590	elucide	1
11591	elucido	1
11592	emagrecimento	1
11593	email	1
11594	emanada	1
11595	emanou	1
11596	emater	1
11597	embarcaria	1
11598	embarcasse	1
11599	embarcou	1
11600	embarques	1
11601	embasado	1
11602	embasados	1
11603	embasem	1
11604	embasá	1
11605	embate	1
11606	embicou	1
11607	embratel	1
11608	emento	1
11609	ementou	1
11610	emerge	1
11611	emergens	1
11612	eminência	1
11613	emite	1
11614	emitentes	1
11615	emitirá	1
11616	emocionalmente	1
11617	empenho	1
11618	empobrecimento	1
11619	empreendedor	1
11620	empreendedora	1
11621	empreender	1
11622	empreendidas	1
11623	emprestados	1
11624	emprestam	1
11625	emprestar	1
11626	empresárias	1
11627	empurrar	1
11628	encaixa	1
11629	encaminhadas	1
11630	encaminhamentos	1
11631	encaminhando	1
11632	encaminhem	1
11633	encampa	1
11634	encanador	1
11635	encarregado	1
11636	encarregados	1
11637	encartado	1
11638	encerrado	1
11639	encerrava	1
11640	encetado	1
11641	encobertos	1
11642	encobre	1
11643	encontrada	1
11644	encontrar	1
11645	encontrara	1
11646	encontrarão	1
11647	encontre	1
11648	encostou	1
11649	endereçamento	1
11650	endividamento	1
11651	endometriose	1
11652	endoscópica	1
11653	endossante	1
11654	endossatário	1
11655	endovenosa	1
11656	enfatiza	1
11657	enfatizando	1
11658	enfatizar	1
11659	enfermaria	1
11660	enfermeira	1
11661	enfermeiros	1
11662	enfermidades	1
11663	enfermos	1
11664	enfocou	1
11665	enfoque	1
11666	enfrentam	1
11667	engana	1
11668	enganosas	1
11669	enganoso	1
11670	enganou	1
11671	engessada	1
11672	engessar	1
11673	engodo	1
11674	engravidou	1
11675	enigmas	1
11676	enlevo	1
11677	enquadre	1
11678	ensejado	1
11679	ensejasse	1
11680	ensinam	1
11681	ensinamento	1
11682	entabulados	1
11683	enteado	1
11684	enteados	1
11685	entenda	1
11686	entendemos	1
11687	entendiam	1
11688	entendê	1
11689	enteral	1
11690	enterrado	1
11691	entrarem	1
11692	entraria	1
11693	entrasse	1
11694	entrevistados	1
11695	entupido	1
11696	enumeradas	1
11697	enuncia	1
11698	enunciada	1
11699	envergadura	1
11700	envolta	1
11701	envolvam	1
11702	enxergam	1
11703	enxerto	1
11704	equacionado	1
11705	equacionados	1
11706	equação	1
11707	equilibrada	1
11708	equilibrar	1
11709	equiparado	1
11710	equiparados	1
11711	equivale	1
11712	equivoca	1
11713	equivocadas	1
11714	equivocado	1
11715	equívocos	1
11716	eqüidade	1
11717	ereteral	1
11718	erigiram	1
11719	esbarram	1
11720	esboçados	1
11721	escalas	1
11722	escapa	1
11723	escapando	1
11724	escapar	1
11725	escape	1
11726	esclarecedor	1
11727	esclarecedora	1
11728	esclarecida	1
11729	esclerosadas	1
11730	escoamento	1
11731	escolares	1
11732	escolas	1
11733	escolhendo	1
11734	escolhida	1
11735	escolhido	1
11736	escolhidos	1
11737	esconde	1
11738	escoras	1
11739	escoriações	1
11740	escritas	1
11741	escritos	1
11742	escuro	1
11743	escápula	1
11744	esforço	1
11745	esforços	1
11746	esgota	1
11747	esgotadas	1
11748	esgotam	1
11749	esgote	1
11750	espancar	1
11751	espanto	1
11752	esparsas	1
11753	espaçar	1
11754	especialistas	1
11755	especialização	1
11756	especificada	1
11757	especificações	1
11758	especificidade	1
11759	esperadas	1
11760	espere	1
11761	espirituais	1
11762	esportivo	1
11763	esposadas	1
11764	esposos	1
11765	espuma	1
11766	espécies	1
11767	espólio	1
11768	estabelecendo	1
11769	estabelecerem	1
11770	estabeleça	1
11771	estabilidade	1
11772	estabilização	1
11773	estada	1
11774	estagnado	1
11775	estarerm	1
11776	estatuída	1
11777	estatística	1
11778	estende	1
11779	estendendo	1
11780	estendiam	1
11781	estendo	1
11782	estigmatismo	1
11783	estima	1
11784	estipuladas	1
11785	estipular	1
11786	estipulem	1
11787	estipulou	1
11788	estocada	1
11789	estofo	1
11790	estonariam	1
11791	estoque	1
11792	estornado	1
11793	estornados	1
11794	estornar	1
11795	estornos	1
11796	estornou	1
11797	estrabismo	1
11798	estradas	1
11799	estragado	1
11800	estragados	1
11801	estragaram	1
11802	estratosférico	1
11803	estreme	1
11804	estrita	1
11805	estrito	1
11806	estromal	1
11807	estrondo	1
11808	estruturada	1
11809	estrutural	1
11810	estuda	1
11811	estufa	1
11812	estática	1
11813	estáveis	1
11814	estética	1
11815	esvaziando	1
11816	eternamente	1
11817	etnia	1
11818	etários	1
11819	euclides	1
11820	evacuação	1
11821	evadir	1
11822	evidenciadas	1
11823	evidenciaria	1
11824	evita	1
11825	evitados	1
11826	evite	1
11827	evitá	1
11828	evitável	1
11829	evoca	1
11830	evoluído	1
11831	exacerba	1
11832	exaltou	1
11833	examine	1
11834	exara	1
11835	exaradas	1
11836	exarados	1
11837	exarar	1
11838	exarcebada	1
11839	exaurimento	1
11840	exaurir	1
11841	excedam	1
11842	excedendo	1
11843	excedesse	1
11844	excedeu	1
11845	excedido	1
11846	excepciona	1
11847	excepcionalíssimos	1
11848	excessivas	1
11849	excessos	1
11850	excluam	1
11851	excluirá	1
11852	exclusividade	1
11853	excluí	1
11854	executa	1
11855	executados	1
11856	executem	1
11857	executório	1
11858	exemplar	1
11859	exemplificados	1
11860	exemplificativas	1
11861	exemplifico	1
11862	exercente	1
11863	exerceria	1
11864	exercido	1
11865	exibida	1
11866	exibidas	1
11867	exibido	1
11868	exibitória	1
11869	exigem	1
11870	exigiram	1
11871	exija	1
11872	eximida	1
11873	eximido	1
11874	eximirá	1
11875	eximiu	1
11876	existencia	1
11877	existido	1
11878	existiram	1
11879	exonera	1
11880	exonerada	1
11881	exonerado	1
11882	exonerou	1
11883	exonerá	1
11884	expedidos	1
11885	expedir	1
11886	expendeu	1
11887	experientes	1
11888	experimenta	1
11889	expert	1
11890	expirada	1
11891	explanados	1
11892	explicados	1
11893	explicaram	1
11894	explicitados	1
11895	explicitar	1
11896	exploram	1
11897	explorar	1
11898	exponencial	1
11899	expressam	1
11900	expressar	1
11901	expressiva	1
11902	expurgos	1
11903	expôr	1
11904	expõe	1
11905	exsurgente	1
11906	extemporâneos	1
11907	extensivamente	1
11908	extensivas	1
11909	extinguem	1
11910	extinguissem	1
11911	extintas	1
11912	extintos	1
11913	extorsivo	1
11914	extraem	1
11915	extrair	1
11916	extraiu	1
11917	extraordinárias	1
11918	extrapetita	1
11919	extrapolado	1
11920	extrapolados	1
11921	extrapolamento	1
11922	extrapolar	1
11923	extrapolarem	1
11924	extrapolem	1
11925	extravagantes	1
11926	extraviado	1
11927	extraí	1
11928	extraído	1
11929	extremo	1
11930	extrínseco	1
11931	exxxx	1
11932	fabricados	1
11933	facial	1
11934	facilitada	1
11935	facti	1
11936	factum	1
11937	faculta	1
11938	facultativos	1
11939	facílima	1
11940	fadada	1
11941	fade	1
11942	fadep	1
11943	falaciosa	1
11944	falcon	1
11945	falecida	1
11946	falhar	1
11947	falho	1
11948	falra	1
11949	faltante	1
11950	faltar	1
11951	faltosa	1
11952	farta	1
11953	farto	1
11954	fará	1
11955	fat	1
11956	faticamente	1
11957	faturadas	1
11958	favoravelmente	1
11959	favorecimento	1
11960	favoráveis	1
11961	faze	1
11962	façamos	1
11963	fechaduras	1
11964	fechar	1
11965	feição	1
11966	feldens	1
11967	feliz	1
11968	feminilidade	1
11969	feminino	1
11970	fenômenos	1
11971	ferem	1
11972	feriado	1
11973	ferimento	1
11974	ferimentos	1
11975	fernando	1
11976	ferragem	1
11977	ferragens	1
11978	ferramenta	1
11979	fertilização	1
11980	fervo	1
11981	festas	1
11982	fetos	1
11983	fev	1
11984	fiadora	1
11985	fialho	1
11986	fianciamento	1
11987	fiança	1
11988	ficarem	1
11989	ficasse	1
11990	fico	1
11991	fictos	1
11992	fidc	1
11993	fiduciário	1
11994	fies	1
11995	figueiredo	1
11996	figurou	1
11997	filiado	1
11998	filiam	1
11999	finalistas	1
12000	finalizada	1
12001	financeiramente	1
12002	financiados	1
12003	financiar	1
12004	finanças	1
12005	finca	1
12006	findo	1
12007	fire	1
12008	firmara	1
12009	firmas	1
12010	firmação	1
12011	firmino	1
12012	fiscalizadas	1
12013	fiscalizador	1
12014	fiscalizatória	1
12015	fiscalizatório	1
12016	fisionomia	1
12017	fissuras	1
12018	fixos	1
12019	fixá	1
12020	flexibiliza	1
12021	fluidez	1
12022	fluidos	1
12023	fluiu	1
12024	fluído	1
12025	foge	1
12026	fogo	1
12027	fomentado	1
12028	fone	1
12029	fonoaudiólogo	1
12030	fonseca	1
12031	ford	1
12032	formalismo	1
12033	formalizar	1
12034	formalizou	1
12035	formar	1
12036	formem	1
12037	formula	1
12038	formulando	1
12039	formulá	1
12040	fornecem	1
12041	fornecerem	1
12042	fornecia	1
12043	fornecidas	1
12044	forno	1
12045	forrar	1
12046	fortalecendo	1
12047	forçada	1
12048	forçoso	1
12049	fossa	1
12050	foto	1
12051	fotográficas	1
12052	fotográfico	1
12053	foz	1
12054	fracionar	1
12055	fracione	1
12056	fraco	1
12057	fragilizado	1
12058	francês	1
12059	franquiado	1
12060	franquias	1
12061	françois	1
12062	fraqueza	1
12063	frases	1
12064	fraturas	1
12065	fraudulentamente	1
12066	fraudulentas	1
12067	fração	1
12068	freada	1
12069	freezers	1
12070	frequencia	1
12071	frequentando	1
12072	frequente	1
12073	frequentemente	1
12074	frequentes	1
12075	frisou	1
12076	frontalmente	1
12077	fronteira	1
12078	frutradas	1
12079	fruível	1
12080	frx	1
12081	frízer	1
12082	frízeres	1
12083	fudamentos	1
12084	fugir	1
12085	fui	1
12086	fulcrado	1
12087	full	1
12088	fumageiro	1
12089	fumaça	1
12090	fumus	1
12091	funcionado	1
12092	funcionalidade	1
12093	funcionam	1
12094	funcionava	1
12095	funcionavam	1
12096	funcione	1
12097	fundadas	1
12098	fundamentadamente	1
12099	fundamentadas	1
12100	fundametos	1
12101	fundar	1
12102	fundir	1
12103	fundos	1
12104	fungibilidade	1
12105	furo	1
12106	furtadas	1
12107	furtar	1
12108	fxado	1
12109	fábio	1
12110	férrea	1
12111	fêmur	1
12112	galaxi	1
12113	galaxyj	1
12114	galinhas	1
12115	ganhou	1
12116	garantidas	1
12117	garantirem	1
12118	gaseificado	1
12119	gasolina	1
12120	gastrite	1
12121	gc	1
12122	geapreferência	1
12123	general	1
12124	generalizada	1
12125	generalizado	1
12126	genes	1
12127	genotropin	1
12128	geradores	1
12129	geraria	1
12130	gere	1
12131	gerenciada	1
12132	gerido	1
12133	gerir	1
12134	gerência	1
12135	gestar	1
12136	gigantes	1
12137	ginecologista	1
12138	giram	1
12139	girar	1
12140	girava	1
12141	givord	1
12142	giza	1
12143	global	1
12144	globalidade	1
12145	glx	1
12146	glz	1
12147	google	1
12148	gostado	1
12149	gostinho	1
12150	gov	1
12151	gozadas	1
12152	gozando	1
12153	gradativa	1
12154	graduais	1
12155	gradualmente	1
12156	grafia	1
12157	grandemente	1
12158	grandeza	1
12159	gratuitos	1
12160	graus	1
12161	gravadas	1
12162	gravames	1
12163	gravida	1
12164	gravíssimas	1
12165	greve	1
12166	grifa	1
12167	grife	1
12168	gritando	1
12169	gritante	1
12170	gritos	1
12171	group	1
12172	gráfica	1
12173	guardado	1
12174	guarde	1
12175	guardiã	1
12176	guarita	1
12177	guerras	1
12178	guiado	1
12179	guiza	1
12180	gêneros	1
12181	habita	1
12182	habitantes	1
12183	habitaria	1
12184	habitação	1
12185	habitações	1
12186	habitualmente	1
12187	harmonia	1
12188	harmonioso	1
12189	harmoniza	1
12190	hbo	1
12191	hdmi	1
12192	herdeiros	1
12193	hidrocefalia	1
12194	hidrográficas	1
12195	himunoglobina	1
12196	hiperbárica	1
12197	hipervulnerável	1
12198	hipopnéias	1
12199	hipotética	1
12200	hipotético	1
12201	histerectomia	1
12202	historicamente	1
12203	história	1
12204	histórica	1
12205	hodiernamente	1
12206	hodiernas	1
12207	holding	1
12208	homenagem	1
12209	hominis	1
12210	homo	1
12211	homologados	1
12212	honrado	1
12213	honrou	1
12214	hospedado	1
12215	hospedaria	1
12216	hospedou	1
12217	hospitalizado	1
12218	hospitalizações	1
12219	hostilizado	1
12220	hostilizar	1
12221	hoteleiros	1
12222	hotéis	1
12223	hsvp	1
12224	humilde	1
12225	humilhados	1
12226	humilhando	1
12227	hypercor	1
12228	hábito	1
12229	hão	1
12230	hérnia	1
12231	hígido	1
12232	ibs	1
12233	icms	1
12234	icorp	1
12235	idealizada	1
12236	identica	1
12237	identificam	1
12238	identificarem	1
12239	identifico	1
12240	identificável	1
12241	identifiquei	1
12242	ideologias	1
12243	ideológica	1
12244	idoneidades	1
12245	idêntica	1
12246	idênticas	1
12247	idênticos	1
12248	idôneos	1
12249	igl	1
12250	igmp	1
12251	ignição	1
12252	ignora	1
12253	ignorada	1
12254	ignorado	1
12255	ignorando	1
